0.00000,24.70232,15.74752,39.80871,15.76101,17.44321,16.73159,20.38709,16.08384,17.63914,18.29431,21.68619,28.69657,15.35532,15.07684,25.15515,16.35548,18.58742,21.56469,16.08447,17.28652,17.50902,20.09867,19.97711,16.72702,23.62394,19.49186,18.71610,17.79031,18.83591,20.12610,19.87373,19.93427,17.89191,16.94679,17.31581,18.92421,16.53853,16.72392,16.87800,16.80924,17.23811,17.12991,16.29298,17.54578,16.42508,17.05715,17.48353,17.14106,16.49441,18.48426,23.60694,25.21923,15.98543,20.96668,21.39252,20.90483,18.12118,17.62340,16.22021,16.32346,16.09241,14.40352,20.86518,18.05658,19.79241,17.99968,15.65240,26.26466,17.96183,15.64711,22.54484,16.13812,19.57005,22.80697,17.92644,18.99773,23.26092,21.41349,17.21514,16.35045,20.98377,17.31208,17.30195,16.00624,17.40915,20.15869,25.19868,18.37725,19.40184,15.80767,15.01213,21.04590,14.62019,29.76651,19.03757,25.07124,15.21872,19.41931,24.37382
24.70232,0.00000,22.42184,22.90022,37.81807,19.85003,26.37243,23.56217,26.43448,17.86362,26.44670,21.30120,20.19914,25.70729,18.56253,20.93364,23.72893,20.77508,26.87624,20.22378,18.95079,27.72197,26.57284,28.28735,19.24593,19.65439,19.85856,23.74920,20.10708,27.97423,22.56929,19.86788,23.46001,21.20027,26.07498,26.10486,24.01954,22.60982,21.80970,25.13604,22.89746,19.12711,21.87635,27.27249,20.98127,25.32816,19.10701,20.60317,21.64335,25.82365,22.14280,23.63818,21.67801,24.10468,22.17389,26.21038,20.15092,19.02138,24.30842,24.58784,22.39519,24.46105,19.03399,19.79579,19.73014,26.63640,18.44031,17.50758,20.31445,22.49161,26.95890,22.38886,20.15017,19.67552,22.02850,21.33246,22.87708,23.28186,21.65488,18.91380,26.83050,24.69204,24.58831,20.82755,19.43116,22.21380,22.83301,25.25094,21.17288,26.95393,24.79688,22.60515,22.48343,21.45400,20.22826,28.36240,26.03725,22.47825,20.87484,23.44649
15.74752,22.42184,0.00000,26.42897,17.95900,42.86423,20.99373,26.00828,22.78935,22.94289,18.34367,21.98677,21.57950,23.01413,31.17493,19.65700,19.67703,27.82142,18.70216,24.12493,23.03544,19.68288,23.59906,26.13800,25.51905,19.93711,18.00025,23.95002,21.67490,21.68461,23.46443,20.14347,19.59175,24.00407,22.40197,24.27519,23.00696,21.45722,21.88914,19.37136,22.94527,22.42381,21.42334,17.56945,24.14963,19.70346,21.05464,20.07370,20.30042,19.15664,20.62515,18.62739,21.62668,26.20396,25.78590,19.53609,24.20567,20.40562,18.62566,21.08926,21.88332,21.80656,22.50126,19.32359,17.04002,23.33933,23.02640,19.07118,18.96415,20.52976,25.10728,22.13883,21.15982,21.71694,18.99943,22.00105,25.63445,20.48319,20.61477,24.16591,20.99168,21.43971,19.83060,23.66850,20.26072,18.47577,19.87381,21.53211,21.56506,25.53476,21.67384,22.65510,19.60053,19.78171,23.45301,20.26866,33.94604,23.09479,24.63554,17.97578
39.80871,22.90022,26.42897,0.00000,23.51358,16.28020,37.26110,14.33550,18.10978,16.19250,17.50836,15.14533,17.25988,16.66621,19.89082,27.20749,13.62992,13.73978,22.10219,15.89357,18.66179,19.32654,14.33211,19.14259,18.69991,19.22037,17.28167,15.59947,21.25411,17.48907,17.20176,18.38192,16.54645,18.12130,18.30118,18.22475,18.19725,16.29440,16.48870,17.23746,16.78761,16.64311,16.11715,14.87588,14.55812,17.54415,16.36418,18.81863,14.59110,15.60958,16.85709,19.01728,13.90727,16.79586,21.37293,21.73226,14.75008,18.71884,17.43490,17.21412,18.22844,16.82096,15.12549,16.26050,14.42849,14.84163,18.57148,17.13075,16.75337,16.57690,15.02802,24.13581,18.92507,14.23857,18.61580,16.62554,17.11701,20.51115,16.36644,16.65392,20.52049,19.54366,20.29722,16.63388,19.65665,15.82157,16.04901,14.44767,16.03093,16.88917,22.19635,17.49987,17.50212,15.70161,15.55231,18.89210,13.88814,26.89172,18.12152,21.85224
15.76101,37.81807,17.95900,23.51358,0.00000,18.38313,24.31369,30.61137,21.27060,28.41542,25.04254,26.74406,19.08944,28.11822,20.92906,18.84315,20.80255,19.99258,22.28734,18.63980,21.68991,28.95874,18.91638,19.85319,28.86631,28.96696,28.82670,19.14768,19.77040,18.32936,24.52513,19.42291,28.84907,23.31883,18.31203,23.87962,22.18788,28.57615,27.43469,25.02884,23.53099,21.93788,26.67764,24.52326,18.21940,23.89555,28.98936,23.54370,26.79249,20.48504,20.95859,21.82433,27.49823,22.87572,24.34755,17.49208,22.75359,22.86113,27.39905,18.40395,16.75334,26.69657,24.41503,23.06245,26.66661,19.85669,22.39289,19.16671,27.34065,17.34726,17.02155,20.67309,19.52730,28.09275,23.29324,18.42740,21.57612,23.13878,19.56547,23.51782,22.84043,18.86306,18.30102,30.11925,26.45049,25.29424,21.06344,20.03849,22.57015,22.98898,24.31350,17.19762,27.81988,25.92603,25.11075,25.01417,20.34157,22.01016,24.25793,26.81586
17.44321,19.85003,42.86423,16.28020,18.38313,0.00000,30.07672,19.63185,49.32001,19.32719,22.87287,21.99132,23.23453,18.86970,22.44015,22.67032,27.55975,35.87905,19.14672,18.67525,32.04010,19.07690,24.79141,24.96179,17.75884,24.41609,23.35251,26.19605,20.96908,18.02552,27.31910,22.24777,22.25715,23.26981,21.38979,22.27983,24.79083,23.23153,23.14879,22.75239,22.44465,22.18364,18.80426,21.62859,20.12458,21.21088,17.69245,22.78856,19.78005,22.36782,18.99371,20.65741,19.59094,22.46307,18.15117,22.72568,29.50355,27.10683,18.79070,24.38702,21.08065,22.04146,23.15263,21.99531,20.20489,20.85808,19.50365,17.45494,24.96364,22.27176,19.66020,21.64753,20.05409,30.34306,23.05825,20.02916,22.96457,19.52709,21.12861,26.94814,21.57527,22.21869,28.57075,22.90023,23.10106,20.17259,25.29252,19.97881,18.68367,18.89030,21.41187,22.63528,29.32975,22.82030,24.43652,19.24124,18.32629,25.31039,18.22787,37.83805
16.73159,26.37243,20.99373,37.26110,24.31369,30.07672,0.00000,25.73139,30.14405,38.94458,28.62551,37.49098,34.70749,34.61516,24.30010,37.29079,30.73823,26.78069,26.49492,27.96851,28.85251,25.12718,28.24322,39.80953,24.33545,26.37658,36.51343,37.45382,39.14564,21.58690,26.78110,23.19878,32.56489,29.37046,38.31542,30.67037,26.44731,32.75577,27.25170,37.99395,36.12980,34.82276,32.60687,30.36252,35.04532,32.14296,28.07640,28.91491,39.05050,29.45568,31.90182,28.00844,28.89611,25.93272,33.65106,30.57049,35.59232,24.79003,27.73268,28.35566,35.68284,23.10576,19.01809,31.08176,32.33722,31.21415,37.56931,27.87442,26.91726,24.35721,37.26629,23.23522,25.37333,29.44080,24.45442,36.02600,31.67108,24.11787,26.27121,28.76681,24.65424,32.31870,29.57387,26.07047,21.49324,34.27846,32.68831,33.90852,27.96469,25.32179,31.39579,31.67588,30.87465,23.26544,36.10238,34.29238,30.69191,29.69628,32.18527,29.83274
20.38709,23.56217,26.00828,14.33550,30.61137,19.63185,25.73139,0.00000,23.63548,14.21920,39.81559,16.27960,18.95344,18.20661,18.46815,14.76114,17.09913,17.99523,20.47417,28.30095,15.53997,15.23348,25.55812,14.53583,18.90541,19.97876,16.96008,18.28203,19.21804,19.24538,17.63902,14.38473,21.18594,17.85380,18.90570,18.05705,17.48884,16.81921,18.88865,17.40332,18.42978,17.22542,17.04222,17.41603,15.41964,17.58223,17.47632,18.14071,13.66473,17.99984,14.22555,15.16922,16.58083,16.85449,14.84715,15.07275,14.18434,18.22077,24.08113,20.51241,14.61539,19.63080,17.95102,17.71020,16.08411,15.78243,17.29527,16.62016,15.02773,13.27963,21.34807,17.93426,15.74044,16.67472,16.02375,23.41127,16.19891,17.17676,17.88185,14.55892,17.64249,21.78124,16.85106,17.03594,21.96567,17.81054,15.93745,15.23800,19.36359,16.06408,14.15824,16.01269,16.33137,17.54707,22.85823,16.94653,17.51585,15.10745,14.34661,20.49530
16.08384,26.43448,22.78935,18.10978,21.27060,49.32001,30.14405,23.63548,0.00000,25.09233,20.59922,45.61568,19.71043,26.21642,23.56069,24.75387,16.89855,25.28665,20.48260,21.25300,30.47818,18.84018,19.95052,26.17176,19.16697,26.86894,20.07195,18.95969,26.61978,26.81391,27.71520,17.17998,18.36995,20.68801,22.44560,19.34926,26.25770,20.65375,18.69325,24.19276,22.76075,25.95821,25.67324,23.61833,22.35954,21.07794,23.86171,22.62548,19.01567,19.63570,26.31609,20.15173,23.73965,19.24667,20.57268,19.02329,24.19542,20.39385,22.51161,23.58547,23.54237,19.79349,25.28524,18.74975,17.17207,23.57757,23.76520,21.49588,24.43549,19.63713,18.56872,19.82786,25.37774,16.20891,19.02654,20.19655,23.64754,25.98234,22.09207,18.88012,19.97898,20.58580,22.01137,22.80935,20.55268,21.56244,18.17539,24.53892,22.04888,23.95954,19.57133,18.59783,20.68459,21.69837,23.01015,22.98382,24.98787,24.12792,20.54364,20.50428
17.63914,17.86362,22.94289,16.19250,28.41542,19.32719,38.94458,14.21920,25.09233,0.00000,24.21607,15.93055,38.49060,15.62914,17.37126,16.21137,18.77941,15.98937,16.57985,18.28334,21.68200,27.78436,13.37591,14.45732,23.83020,17.53536,17.90905,20.57409,15.23474,17.72112,17.56252,19.00871,18.92117,15.81299,22.80455,18.56109,18.55799,17.13631,17.64573,19.61258,20.21595,19.97705,17.64388,15.93352,16.70462,18.67598,16.46664,16.67918,16.89045,16.83128,14.31480,16.41716,17.25685,17.47464,16.33342,16.68273,16.61777,17.00454,15.35032,16.92957,23.34109,23.19187,15.54081,20.72921,20.06194,18.64979,18.11097,16.72243,15.72452,16.09857,15.06516,15.13529,20.28466,16.55791,17.54411,17.26741,15.60309,24.92322,17.86414,16.01960,21.53451,16.76999,19.30024,22.52471,17.29925,18.35980,21.75521,21.82888,17.56925,16.15889,20.73066,16.61306,16.26728,15.75259,16.50894,18.83749,23.67858,17.33687,18.95291,15.34125
